_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,ICD10Codes,DischargesCount,DischargesCountQF,DischargesRates,DischargesRatesQF,PatientsCount,PatientsCountQF,PatientsRates,PatientsRatesQF,HospitalResidentsCount,HospitalResidentsCountQF,HospitalResidentsRates,HospitalResidentsRatesQF
4520,2009/10,S08000024, ,SMR01, ,F10 - F19,760, ,93.08, ,530, ,64.91, ,,:,,:
4521,2009/10,S08000024, ,SMR04, ,F10 - F19,605, ,74.1, ,515, ,63.07, ,30, ,3.67, 
4522,2009/10,S08000024, ,Total,d,F30 - F39,960, ,117.57, ,730, ,89.4, ,90, ,11.02, 
4523,2009/10,S08000024, ,SMR01, ,F30 - F39,85, ,10.41, ,60, ,7.35, ,,:,,:
4524,2009/10,S08000024, ,SMR04, ,F30 - F39,875, ,107.16, ,680, ,83.28, ,90, ,11.02, 
4525,2009/10,S08000024, ,Total,d,F40 - F49,360, ,44.09, ,290, ,35.52, ,20, ,2.45, 
4526,2009/10,S08000024, ,SMR01, ,F40 - F49,210, ,25.72, ,165, ,20.21, ,,:,,:
4527,2009/10,S08000024, ,SMR04, ,F40 - F49,150, ,18.37, ,130, ,15.92, ,20, ,2.45, 
4528,2009/10,S08000024, ,Total,d,F00 - F09 or Chapter G and second position F00,1485, ,181.87, ,910, ,111.45, ,265, ,32.46, 
4529,2009/10,S08000024, ,SMR01, ,F00 - F09 or Chapter G and second position F00,850, ,104.1, ,475, ,58.17, ,,:,,:
4530,2009/10,S08000024, ,SMR04, ,F00 - F09 or Chapter G and second position F00,635, ,77.77, ,465, ,56.95, ,265, ,32.46, 
4531,2009/10,S08000024, ,Total,d,"F50 - F59, F70 - F99",115, ,14.08, ,100, ,12.25, ,10, ,1.22, 
4532,2009/10,S08000024, ,SMR01, ,"F50 - F59, F70 - F99",55, ,6.74, ,50, ,6.12, ,,:,,:
4533,2009/10,S08000024, ,SMR04, ,"F50 - F59, F70 - F99",60, ,7.35, ,50, ,6.12, ,10, ,1.22, 
4534,2009/10,S08000024, ,Total,d,F20 - F29,775, ,94.92, ,530, ,64.91, ,205, ,25.11, 
4535,2009/10,S08000024, ,SMR01, ,F20 - F29,30, ,3.67, ,20, ,2.45, ,,:,,:
4536,2009/10,S08000024, ,SMR04, ,F20 - F29,745, ,91.24, ,510, ,62.46, ,205, ,25.11, 
4537,2009/10,S08000025, ,Total,d,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4538,2009/10,S08000025, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4539,2009/10,S08000025, ,SMR04, ,F60 - F69,,:,,:,,:,,:,,:,,:
4540,2009/10,S08000025, ,Total,d,F10 - F19,30, ,143.27, ,30, ,143.27, ,,:,,:
4541,2009/10,S08000025, ,SMR01, ,F10 - F19,30, ,143.27, ,30, ,143.27, ,,:,,:
4542,2009/10,S08000025, ,SMR04, ,F10 - F19,,:,,:,,:,,:,,:,,:
4543,2009/10,S08000025, ,Total,d,F30 - F39,5, ,23.88, ,5, ,23.88, ,,:,,:
4544,2009/10,S08000025, ,SMR01, ,F30 - F39,5, ,23.88, ,5, ,23.88, ,,:,,:
4545,2009/10,S08000025, ,SMR04, ,F30 - F39,,:,,:,,:,,:,,:,,:
4546,2009/10,S08000025, ,Total,d,F40 - F49,5, ,23.88, ,5, ,23.88, ,,:,,:
4547,2009/10,S08000025, ,SMR01, ,F40 - F49,5, ,23.88, ,5, ,23.88, ,,:,,:
4548,2009/10,S08000025, ,SMR04, ,F40 - F49,,:,,:,,:,,:,,:,,:
4549,2009/10,S08000025, ,Total,d,F00 - F09 or Chapter G and second position F00,5, ,23.88, ,5, ,23.88, ,,:,,:
4550,2009/10,S08000025, ,SMR01, ,F00 - F09 or Chapter G and second position F00,5, ,23.88, ,5, ,23.88, ,,:,,:
4551,2009/10,S08000025, ,SMR04, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
4552,2009/10,S08000025, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
4553,2009/10,S08000025, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
4554,2009/10,S08000025, ,SMR04, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
4555,2009/10,S08000025, ,Total,d,F20 - F29,5, ,23.88, ,0, ,0, ,,:,,:
4556,2009/10,S08000025, ,SMR01, ,F20 - F29,5, ,23.88, ,0, ,0, ,,:,,:
4557,2009/10,S08000025, ,SMR04, ,F20 - F29,,:,,:,,:,,:,,:,,:
4558,2009/10,S08000026, ,Total,d,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4559,2009/10,S08000026, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4560,2009/10,S08000026, ,SMR04, ,F60 - F69,,:,,:,,:,,:,,:,,:
4561,2009/10,S08000026, ,Total,d,F10 - F19,20, ,87.72, ,20, ,87.72, ,,:,,:
4562,2009/10,S08000026, ,SMR01, ,F10 - F19,20, ,87.72, ,20, ,87.72, ,,:,,:
4563,2009/10,S08000026, ,SMR04, ,F10 - F19,,:,,:,,:,,:,,:,,:
4564,2009/10,S08000026, ,Total,d,F30 - F39,10, ,43.86, ,10, ,43.86, ,,:,,:
4565,2009/10,S08000026, ,SMR01, ,F30 - F39,10, ,43.86, ,10, ,43.86, ,,:,,:
4566,2009/10,S08000026, ,SMR04, ,F30 - F39,,:,,:,,:,,:,,:,,:
4567,2009/10,S08000026, ,Total,d,F40 - F49,5, ,21.93, ,5, ,21.93, ,,:,,:
4568,2009/10,S08000026, ,SMR01, ,F40 - F49,5, ,21.93, ,5, ,21.93, ,,:,,:
4569,2009/10,S08000026, ,SMR04, ,F40 - F49,,:,,:,,:,,:,,:,,:
4570,2009/10,S08000026, ,Total,d,F00 - F09 or Chapter G and second position F00,5, ,21.93, ,5, ,21.93, ,,:,,:
4571,2009/10,S08000026, ,SMR01, ,F00 - F09 or Chapter G and second position F00,5, ,21.93, ,5, ,21.93, ,,:,,:
4572,2009/10,S08000026, ,SMR04, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
4573,2009/10,S08000026, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
4574,2009/10,S08000026, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
4575,2009/10,S08000026, ,SMR04, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
4576,2009/10,S08000026, ,Total,d,F20 - F29,10, ,43.86, ,10, ,43.86, ,,:,,:
4577,2009/10,S08000026, ,SMR01, ,F20 - F29,10, ,43.86, ,10, ,43.86, ,,:,,:
4578,2009/10,S08000026, ,SMR04, ,F20 - F29,,:,,:,,:,,:,,:,,:
4579,2009/10,S08000030, ,Total,d,F60 - F69,90, ,22.26, ,65, ,16.07, ,10, ,2.47, 
4580,2009/10,S08000030, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4581,2009/10,S08000030, ,SMR04, ,F60 - F69,90, ,22.26, ,65, ,16.07, ,10, ,2.47, 
4582,2009/10,S08000030, ,Total,d,F10 - F19,790, ,195.37, ,610, ,150.85, ,20, ,4.95, 
4583,2009/10,S08000030, ,SMR01, ,F10 - F19,250, ,61.82, ,220, ,54.41, ,,:,,:
4584,2009/10,S08000030, ,SMR04, ,F10 - F19,540, ,133.54, ,420, ,103.87, ,20, ,4.95, 
4585,2009/10,S08000030, ,Total,d,F30 - F39,615, ,152.09, ,480, ,118.7, ,65, ,16.07, 
4586,2009/10,S08000030, ,SMR01, ,F30 - F39,25, ,6.18, ,25, ,6.18, ,,:,,:
4587,2009/10,S08000030, ,SMR04, ,F30 - F39,590, ,145.91, ,460, ,113.76, ,65, ,16.07, 
4588,2009/10,S08000030, ,Total,d,F40 - F49,200, ,49.46, ,175, ,43.28, ,15, ,3.71, 
4589,2009/10,S08000030, ,SMR01, ,F40 - F49,55, ,13.6, ,50, ,12.36, ,,:,,:
4590,2009/10,S08000030, ,SMR04, ,F40 - F49,145, ,35.86, ,130, ,32.15, ,15, ,3.71, 
4591,2009/10,S08000030, ,Total,d,F00 - F09 or Chapter G and second position F00,465, ,114.99, ,410, ,101.39, ,110, ,27.2, 
4592,2009/10,S08000030, ,SMR01, ,F00 - F09 or Chapter G and second position F00,150, ,37.09, ,140, ,34.62, ,,:,,:
4593,2009/10,S08000030, ,SMR04, ,F00 - F09 or Chapter G and second position F00,315, ,77.9, ,290, ,71.72, ,110, ,27.2, 
4594,2009/10,S08000030, ,Total,d,"F50 - F59, F70 - F99",35, ,8.66, ,30, ,7.42, ,5, ,1.24, 
4595,2009/10,S08000030, ,SMR01, ,"F50 - F59, F70 - F99",10, ,2.47, ,10, ,2.47, ,,:,,:
4596,2009/10,S08000030, ,SMR04, ,"F50 - F59, F70 - F99",25, ,6.18, ,20, ,4.95, ,5, ,1.24, 
4597,2009/10,S08000030, ,Total,d,F20 - F29,365, ,90.26, ,280, ,69.24, ,100, ,24.73, 
4598,2009/10,S08000030, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, ,,:,,:
4599,2009/10,S08000030, ,SMR04, ,F20 - F29,360, ,89.03, ,280, ,69.24, ,100, ,24.73, 
4600,2009/10,S08000028, ,Total,d,F60 - F69,5, ,18.23, ,5, ,18.23, ,0, ,0, 
4601,2009/10,S08000028, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4602,2009/10,S08000028, ,SMR04, ,F60 - F69,5, ,18.23, ,5, ,18.23, ,0, ,0, 
4603,2009/10,S08000028, ,Total,d,F10 - F19,110, ,401.17, ,85, ,309.99, ,0, ,0, 
4604,2009/10,S08000028, ,SMR01, ,F10 - F19,105, ,382.93, ,80, ,291.76, ,,:,,:
4605,2009/10,S08000028, ,SMR04, ,F10 - F19,5, ,18.23, ,5, ,18.23, ,0, ,0, 
4606,2009/10,S08000028, ,Total,d,F30 - F39,35, ,127.64, ,25, ,91.17, ,0, ,0, 
4607,2009/10,S08000028, ,SMR01, ,F30 - F39,10, ,36.47, ,10, ,36.47, ,,:,,:
4608,2009/10,S08000028, ,SMR04, ,F30 - F39,25, ,91.17, ,20, ,72.94, ,0, ,0, 
4609,2009/10,S08000028, ,Total,d,F40 - F49,10, ,36.47, ,10, ,36.47, ,0, ,0, 
4610,2009/10,S08000028, ,SMR01, ,F40 - F49,5, ,18.23, ,5, ,18.23, ,,:,,:
4611,2009/10,S08000028, ,SMR04, ,F40 - F49,0, ,0, ,0, ,0, ,0, ,0, 
4612,2009/10,S08000028, ,Total,d,F00 - F09 or Chapter G and second position F00,35, ,127.64, ,30, ,109.41, ,15, ,54.7, 
4613,2009/10,S08000028, ,SMR01, ,F00 - F09 or Chapter G and second position F00,15, ,54.7, ,15, ,54.7, ,,:,,:
4614,2009/10,S08000028, ,SMR04, ,F00 - F09 or Chapter G and second position F00,15, ,54.7, ,15, ,54.7, ,15, ,54.7, 
4615,2009/10,S08000028, ,Total,d,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
4616,2009/10,S08000028, ,SMR01, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,,:,,:
4617,2009/10,S08000028, ,SMR04, ,"F50 - F59, F70 - F99",0, ,0, ,0, ,0, ,0, ,0, 
4618,2009/10,S08000028, ,Total,d,F20 - F29,5, ,18.23, ,5, ,18.23, ,0, ,0, 
4619,2009/10,S08000028, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, ,,:,,:
4620,2009/10,S08000028, ,SMR04, ,F20 - F29,5, ,18.23, ,5, ,18.23, ,0, ,0, 
4621,2009/10,SB0802, ,Total,d,F60 - F69,10, ,,:,10, ,,:,5, ,,:
4622,2009/10,SB0802, ,SMR01, ,F60 - F69,,:,,:,,:,,:,,:,,:
4623,2009/10,SB0802, ,SMR04, ,F60 - F69,10, ,,:,10, ,,:,5, ,,:
4624,2009/10,SB0802, ,Total,d,F10 - F19,0, ,,:,0, ,,:,0, ,,:
4625,2009/10,SB0802, ,SMR01, ,F10 - F19,,:,,:,,:,,:,,:,,:
4626,2009/10,SB0802, ,SMR04, ,F10 - F19,0, ,,:,0, ,,:,0, ,,:
4627,2009/10,SB0802, ,Total,d,F30 - F39,5, ,,:,5, ,,:,5, ,,:
4628,2009/10,SB0802, ,SMR01, ,F30 - F39,,:,,:,,:,,:,,:,,:
4629,2009/10,SB0802, ,SMR04, ,F30 - F39,5, ,,:,5, ,,:,5, ,,:
4630,2009/10,SB0802, ,Total,d,F40 - F49,0, ,,:,0, ,,:,0, ,,:
4631,2009/10,SB0802, ,SMR01, ,F40 - F49,,:,,:,,:,,:,,:,,:
4632,2009/10,SB0802, ,SMR04, ,F40 - F49,0, ,,:,0, ,,:,0, ,,:
4633,2009/10,SB0802, ,Total,d,F00 - F09 or Chapter G and second position F00,5, ,,:,0, ,,:,5, ,,:
4634,2009/10,SB0802, ,SMR01, ,F00 - F09 or Chapter G and second position F00,,:,,:,,:,,:,,:,,:
4635,2009/10,SB0802, ,SMR04, ,F00 - F09 or Chapter G and second position F00,5, ,,:,0, ,,:,5, ,,:
4636,2009/10,SB0802, ,Total,d,"F50 - F59, F70 - F99",5, ,,:,5, ,,:,15, ,,:
4637,2009/10,SB0802, ,SMR01, ,"F50 - F59, F70 - F99",,:,,:,,:,,:,,:,,:
4638,2009/10,SB0802, ,SMR04, ,"F50 - F59, F70 - F99",5, ,,:,5, ,,:,15, ,,:
4639,2009/10,SB0802, ,Total,d,F20 - F29,120, ,,:,80, ,,:,100, ,,:
4640,2009/10,SB0802, ,SMR01, ,F20 - F29,,:,,:,,:,,:,,:,,:
4641,2009/10,SB0802, ,SMR04, ,F20 - F29,120, ,,:,80, ,,:,100, ,,:
4642,2010/11,S08000015, ,Total,d,F60 - F69,145, ,38.89, ,75, ,20.12, ,10, ,2.68, 
4643,2010/11,S08000015, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4644,2010/11,S08000015, ,SMR04, ,F60 - F69,145, ,38.89, ,75, ,20.12, ,10, ,2.68, 
4645,2010/11,S08000015, ,Total,d,F10 - F19,1165, ,312.49, ,835, ,223.97, ,30, ,8.05, 
4646,2010/11,S08000015, ,SMR01, ,F10 - F19,695, ,186.42, ,510, ,136.8, ,,:,,:
4647,2010/11,S08000015, ,SMR04, ,F10 - F19,475, ,127.41, ,385, ,103.27, ,30, ,8.05, 
4648,2010/11,S08000015, ,Total,d,F30 - F39,370, ,99.25, ,290, ,77.79, ,50, ,13.41, 
4649,2010/11,S08000015, ,SMR01, ,F30 - F39,15, ,4.02, ,15, ,4.02, ,,:,,:
4650,2010/11,S08000015, ,SMR04, ,F30 - F39,350, ,93.88, ,275, ,73.76, ,50, ,13.41, 
4651,2010/11,S08000015, ,Total,d,F40 - F49,205, ,54.99, ,175, ,46.94, ,5, ,1.34, 
4652,2010/11,S08000015, ,SMR01, ,F40 - F49,75, ,20.12, ,65, ,17.44, ,,:,,:
4653,2010/11,S08000015, ,SMR04, ,F40 - F49,135, ,36.21, ,115, ,30.85, ,5, ,1.34, 
4654,2010/11,S08000015, ,Total,d,F00 - F09 or Chapter G and second position F00,330, ,88.52, ,255, ,68.4, ,105, ,28.16, 
4655,2010/11,S08000015, ,SMR01, ,F00 - F09 or Chapter G and second position F00,155, ,41.58, ,110, ,29.51, ,,:,,:
4656,2010/11,S08000015, ,SMR04, ,F00 - F09 or Chapter G and second position F00,180, ,48.28, ,155, ,41.58, ,105, ,28.16, 
4657,2010/11,S08000015, ,Total,d,"F50 - F59, F70 - F99",35, ,9.39, ,25, ,6.71, ,5, ,1.34, 
4658,2010/11,S08000015, ,SMR01, ,"F50 - F59, F70 - F99",25, ,6.71, ,15, ,4.02, ,,:,,:
4659,2010/11,S08000015, ,SMR04, ,"F50 - F59, F70 - F99",10, ,2.68, ,10, ,2.68, ,5, ,1.34, 
4660,2010/11,S08000015, ,Total,d,F20 - F29,285, ,76.45, ,205, ,54.99, ,65, ,17.44, 
4661,2010/11,S08000015, ,SMR01, ,F20 - F29,5, ,1.34, ,5, ,1.34, ,,:,,:
4662,2010/11,S08000015, ,SMR04, ,F20 - F29,280, ,75.11, ,200, ,53.65, ,65, ,17.44, 
4663,2010/11,S08000016, ,Total,d,F60 - F69,40, ,35.18, ,25, ,21.99, ,0, ,0, 
4664,2010/11,S08000016, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4665,2010/11,S08000016, ,SMR04, ,F60 - F69,40, ,35.18, ,25, ,21.99, ,0, ,0, 
4666,2010/11,S08000016, ,Total,d,F10 - F19,220, ,193.49, ,180, ,158.31, ,10, ,8.8, 
4667,2010/11,S08000016, ,SMR01, ,F10 - F19,140, ,123.13, ,110, ,96.75, ,,:,,:
4668,2010/11,S08000016, ,SMR04, ,F10 - F19,80, ,70.36, ,70, ,61.57, ,10, ,8.8, 
4669,2010/11,S08000016, ,Total,d,F30 - F39,110, ,96.75, ,75, ,65.96, ,10, ,8.8, 
4670,2010/11,S08000016, ,SMR01, ,F30 - F39,10, ,8.8, ,10, ,8.8, ,,:,,:
4671,2010/11,S08000016, ,SMR04, ,F30 - F39,95, ,83.55, ,65, ,57.17, ,10, ,8.8, 
4672,2010/11,S08000016, ,Total,d,F40 - F49,55, ,48.37, ,50, ,43.98, ,0, ,0, 
4673,2010/11,S08000016, ,SMR01, ,F40 - F49,15, ,13.19, ,15, ,13.19, ,,:,,:
4674,2010/11,S08000016, ,SMR04, ,F40 - F49,40, ,35.18, ,35, ,30.78, ,0, ,0, 
4675,2010/11,S08000016, ,Total,d,F00 - F09 or Chapter G and second position F00,240, ,211.08, ,170, ,149.52, ,30, ,26.39, 
4676,2010/11,S08000016, ,SMR01, ,F00 - F09 or Chapter G and second position F00,125, ,109.94, ,90, ,79.16, ,,:,,:
4677,2010/11,S08000016, ,SMR04, ,F00 - F09 or Chapter G and second position F00,115, ,101.14, ,85, ,74.76, ,30, ,26.39, 
4678,2010/11,S08000016, ,Total,d,"F50 - F59, F70 - F99",10, ,8.8, ,10, ,8.8, ,0, ,0, 
4679,2010/11,S08000016, ,SMR01, ,"F50 - F59, F70 - F99",5, ,4.4, ,5, ,4.4, ,,:,,:
4680,2010/11,S08000016, ,SMR04, ,"F50 - F59, F70 - F99",5, ,4.4, ,5, ,4.4, ,0, ,0, 
4681,2010/11,S08000016, ,Total,d,F20 - F29,155, ,136.32, ,80, ,70.36, ,20, ,17.59, 
4682,2010/11,S08000016, ,SMR01, ,F20 - F29,5, ,4.4, ,0, ,0, ,,:,,:
4683,2010/11,S08000016, ,SMR04, ,F20 - F29,150, ,131.93, ,75, ,65.96, ,20, ,17.59, 
4684,2010/11,S08000017, ,Total,d,F60 - F69,155, ,102.58, ,70, ,46.33, ,5, ,3.31, 
4685,2010/11,S08000017, ,SMR01, ,F60 - F69,5, ,3.31, ,5, ,3.31, ,,:,,:
4686,2010/11,S08000017, ,SMR04, ,F60 - F69,150, ,99.27, ,65, ,43.02, ,5, ,3.31, 
4687,2010/11,S08000017, ,Total,d,F10 - F19,285, ,188.62, ,200, ,132.36, ,5, ,3.31, 
4688,2010/11,S08000017, ,SMR01, ,F10 - F19,150, ,99.27, ,115, ,76.11, ,,:,,:
4689,2010/11,S08000017, ,SMR04, ,F10 - F19,130, ,86.04, ,100, ,66.18, ,5, ,3.31, 
4690,2010/11,S08000017, ,Total,d,F30 - F39,165, ,109.2, ,125, ,82.73, ,10, ,6.62, 
4691,2010/11,S08000017, ,SMR01, ,F30 - F39,25, ,16.55, ,10, ,6.62, ,,:,,:
4692,2010/11,S08000017, ,SMR04, ,F30 - F39,140, ,92.65, ,115, ,76.11, ,10, ,6.62, 
4693,2010/11,S08000017, ,Total,d,F40 - F49,75, ,49.64, ,60, ,39.71, ,5, ,3.31, 
4694,2010/11,S08000017, ,SMR01, ,F40 - F49,20, ,13.24, ,15, ,9.93, ,,:,,:
4695,2010/11,S08000017, ,SMR04, ,F40 - F49,50, ,33.09, ,45, ,29.78, ,5, ,3.31, 
4696,2010/11,S08000017, ,Total,d,F00 - F09 or Chapter G and second position F00,215, ,142.29, ,150, ,99.27, ,30, ,19.85, 
4697,2010/11,S08000017, ,SMR01, ,F00 - F09 or Chapter G and second position F00,105, ,69.49, ,65, ,43.02, ,,:,,:
4698,2010/11,S08000017, ,SMR04, ,F00 - F09 or Chapter G and second position F00,110, ,72.8, ,90, ,59.56, ,30, ,19.85, 
4699,2010/11,S08000017, ,Total,d,"F50 - F59, F70 - F99",25, ,16.55, ,20, ,13.24, ,0, ,0, 
4700,2010/11,S08000017, ,SMR01, ,"F50 - F59, F70 - F99",10, ,6.62, ,10, ,6.62, ,,:,,:
4701,2010/11,S08000017, ,SMR04, ,"F50 - F59, F70 - F99",15, ,9.93, ,10, ,6.62, ,0, ,0, 
4702,2010/11,S08000017, ,Total,d,F20 - F29,145, ,95.96, ,105, ,69.49, ,25, ,16.55, 
4703,2010/11,S08000017, ,SMR01, ,F20 - F29,15, ,9.93, ,10, ,6.62, ,,:,,:
4704,2010/11,S08000017, ,SMR04, ,F20 - F29,130, ,86.04, ,100, ,66.18, ,25, ,16.55, 
4705,2010/11,S08000029, ,Total,d,F60 - F69,80, ,22.06, ,60, ,16.55, ,5, ,1.38, 
4706,2010/11,S08000029, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4707,2010/11,S08000029, ,SMR04, ,F60 - F69,80, ,22.06, ,55, ,15.17, ,5, ,1.38, 
4708,2010/11,S08000029, ,Total,d,F10 - F19,525, ,144.78, ,350, ,96.52, ,10, ,2.76, 
4709,2010/11,S08000029, ,SMR01, ,F10 - F19,325, ,89.63, ,195, ,53.78, ,,:,,:
4710,2010/11,S08000029, ,SMR04, ,F10 - F19,200, ,55.16, ,165, ,45.5, ,10, ,2.76, 
4711,2010/11,S08000029, ,Total,d,F30 - F39,365, ,100.66, ,265, ,73.08, ,40, ,11.03, 
4712,2010/11,S08000029, ,SMR01, ,F30 - F39,10, ,2.76, ,10, ,2.76, ,,:,,:
4713,2010/11,S08000029, ,SMR04, ,F30 - F39,355, ,97.9, ,255, ,70.32, ,40, ,11.03, 
4714,2010/11,S08000029, ,Total,d,F40 - F49,180, ,49.64, ,145, ,39.99, ,10, ,2.76, 
4715,2010/11,S08000029, ,SMR01, ,F40 - F49,40, ,11.03, ,30, ,8.27, ,,:,,:
4716,2010/11,S08000029, ,SMR04, ,F40 - F49,140, ,38.61, ,115, ,31.71, ,10, ,2.76, 
4717,2010/11,S08000029, ,Total,d,F00 - F09 or Chapter G and second position F00,560, ,154.44, ,340, ,93.76, ,100, ,27.58, 
4718,2010/11,S08000029, ,SMR01, ,F00 - F09 or Chapter G and second position F00,310, ,85.49, ,160, ,44.12, ,,:,,:
4719,2010/11,S08000029, ,SMR04, ,F00 - F09 or Chapter G and second position F00,250, ,68.94, ,190, ,52.4, ,100, ,27.58, 
4720,2010/11,S08000029, ,Total,d,"F50 - F59, F70 - F99",25, ,6.89, ,15, ,4.14, ,5, ,1.38, 
4721,2010/11,S08000029, ,SMR01, ,"F50 - F59, F70 - F99",10, ,2.76, ,5, ,1.38, ,,:,,:
4722,2010/11,S08000029, ,SMR04, ,"F50 - F59, F70 - F99",15, ,4.14, ,10, ,2.76, ,5, ,1.38, 
4723,2010/11,S08000029, ,Total,d,F20 - F29,375, ,103.42, ,255, ,70.32, ,100, ,27.58, 
4724,2010/11,S08000029, ,SMR01, ,F20 - F29,10, ,2.76, ,5, ,1.38, ,,:,,:
4725,2010/11,S08000029, ,SMR04, ,F20 - F29,365, ,100.66, ,245, ,67.57, ,100, ,27.58, 
4726,2010/11,S08000019, ,Total,d,F60 - F69,140, ,47.3, ,75, ,25.34, ,5, ,1.69, 
4727,2010/11,S08000019, ,SMR01, ,F60 - F69,0, ,0, ,0, ,0, ,,:,,:
4728,2010/11,S08000019, ,SMR04, ,F60 - F69,135, ,45.61, ,75, ,25.34, ,5, ,1.69, 
4729,2010/11,S08000019, ,Total,d,F10 - F19,345, ,116.55, ,270, ,91.21, ,5, ,1.69, 
4730,2010/11,S08000019, ,SMR01, ,F10 - F19,120, ,40.54, ,85, ,28.72, ,,:,,:
4731,2010/11,S08000019, ,SMR04, ,F10 - F19,225, ,76.01, ,190, ,64.19, ,5, ,1.69, 
4732,2010/11,S08000019, ,Total,d,F30 - F39,185, ,62.5, ,150, ,50.67, ,20, ,6.76, 
4733,2010/11,S08000019, ,SMR01, ,F30 - F39,5, ,1.69, ,5, ,1.69, ,,:,,:
4734,2010/11,S08000019, ,SMR04, ,F30 - F39,180, ,60.81, ,150, ,50.67, ,20, ,6.76, 
4735,2010/11,S08000019, ,Total,d,F40 - F49,115, ,38.85, ,100, ,33.78, ,0, ,0, 
4736,2010/11,S08000019, ,SMR01, ,F40 - F49,20, ,6.76, ,20, ,6.76, ,,:,,:
4737,2010/11,S08000019, ,SMR04, ,F40 - F49,95, ,32.09, ,80, ,27.03, ,0, ,0, 
4738,2010/11,S08000019, ,Total,d,F00 - F09 or Chapter G and second position F00,250, ,84.46, ,180, ,60.81, ,60, ,20.27, 
4739,2010/11,S08000019, ,SMR01, ,F00 - F09 or Chapter G and second position F00,90, ,30.4, ,45, ,15.2, ,,:,,:
4740,2010/11,S08000019, ,SMR04, ,F00 - F09 or Chapter G and second position F00,165, ,55.74, ,135, ,45.61, ,60, ,20.27, 
4741,2010/11,S08000019, ,Total,d,"F50 - F59, F70 - F99",25, ,8.45, ,20, ,6.76, ,0, ,0, 
4742,2010/11,S08000019, ,SMR01, ,"F50 - F59, F70 - F99",5, ,1.69, ,5, ,1.69, ,,:,,:
4743,2010/11,S08000019, ,SMR04, ,"F50 - F59, F70 - F99",20, ,6.76, ,15, ,5.07, ,0, ,0, 
4744,2010/11,S08000019, ,Total,d,F20 - F29,190, ,64.19, ,150, ,50.67, ,65, ,21.96, 
4745,2010/11,S08000019, ,SMR01, ,F20 - F29,0, ,0, ,0, ,0, ,,:,,:
4746,2010/11,S08000019, ,SMR04, ,F20 - F29,190, ,64.19, ,145, ,48.98, ,65, ,21.96, 
4747,2010/11,S08000020, ,Total,d,F60 - F69,135, ,23.9, ,90, ,15.93, ,10, ,1.77, 
4748,2010/11,S08000020, ,SMR01, ,F60 - F69,5, ,0.89, ,5, ,0.89, ,,:,,:
4749,2010/11,S08000020, ,SMR04, ,F60 - F69,130, ,23.01, ,90, ,15.93, ,10, ,1.77, 
4750,2010/11,S08000020, ,Total,d,F10 - F19,930, ,164.65, ,525, ,92.95, ,15, ,2.66, 
4751,2010/11,S08000020, ,SMR01, ,F10 - F19,775, ,137.2, ,405, ,71.7, ,,:,,:
4752,2010/11,S08000020, ,SMR04, ,F10 - F19,155, ,27.44, ,140, ,24.79, ,15, ,2.66, 
4753,2010/11,S08000020, ,Total,d,F30 - F39,705, ,124.81, ,550, ,97.37, ,65, ,11.51, 
4754,2010/11,S08000020, ,SMR01, ,F30 - F39,25, ,4.43, ,20, ,3.54, ,,:,,:
4755,2010/11,S08000020, ,SMR04, ,F30 - F39,680, ,120.39, ,535, ,94.72, ,65, ,11.51, 
4756,2010/11,S08000020, ,Total,d,F40 - F49,185, ,32.75, ,155, ,27.44, ,10, ,1.77, 
4757,2010/11,S08000020, ,SMR01, ,F40 - F49,85, ,15.05, ,60, ,10.62, ,,:,,:
4758,2010/11,S08000020, ,SMR04, ,F40 - F49,100, ,17.7, ,95, ,16.82, ,10, ,1.77, 
4759,2010/11,S08000020, ,Total,d,F00 - F09 or Chapter G and second position F00,625, ,110.65, ,430, ,76.13, ,75, ,13.28, 
